,Area,Bathrooms,Bedrooms,Sales Price
1150,8280,1,2,124000
1151,17755,2,3,149900
1152,14115,1,2,230000
1153,5890,1,2,120500
1154,13700,3,4,201800
1155,10768,3,3,218000
1156,9350,3,3,179900
1157,5001,3,2,230000
1158,11932,2,3,235128
1159,9120,3,4,185000
1160,2280,3,3,146000
1161,14778,2,3,224000
1162,8724,1,3,129000
1163,12900,4,0,108959
1164,16157,3,2,194000
1165,9541,2,3,233170
1166,10475,2,3,245350
1167,10852,4,3,173000
1168,13728,2,4,235000
1169,35760,5,4,625000
1170,9880,2,3,171000
1171,9120,2,3,163000
1172,4017,3,2,171900
1173,18030,3,3,200500
1174,16560,3,4,239000
1175,10678,3,4,285000
1176,6951,2,3,119500
1177,3950,1,3,115000
1178,7681,2,3,154900
1179,8335,1,3,93000
1180,11170,3,4,250000
1181,5587,4,2,392500
1182,15623,5,4,745000
1183,10800,2,2,120000
1184,35133,3,3,186700
1185,9738,2,4,104900
1186,10615,3,3,95000
1187,12461,3,2,262000
1188,8935,3,3,195000
1189,7500,3,3,189000
1190,32463,2,3,168000
1191,2645,3,2,174000
1192,9600,1,3,125000
1193,4500,3,2,165000
1194,9364,2,4,158000
1195,8029,3,3,176000
1196,14054,3,4,219210
1197,8850,1,3,144000
1198,9100,2,3,178000
1199,11235,2,3,148000
1200,9353,1,3,116050
1201,10400,3,3,197900
1202,6000,2,3,117000
1203,9750,2,3,213000
1204,10140,3,3,153500
1205,14684,2,3,271900
1206,8900,2,2,107000
1207,9135,3,3,200000
1208,7763,2,3,140000
1209,10182,3,3,290000
1210,11218,3,3,189000
1211,12134,2,4,164000
1212,9340,2,2,113000
1213,10246,2,0,145000
1214,10205,2,3,134500
1215,7094,1,3,125000
1216,8930,2,4,112000
1217,8640,3,3,229456
1218,6240,1,2,80500
1219,1680,2,3,91500
1220,7800,1,2,115000
1221,8250,1,3,134000
1222,10496,2,3,143000
1223,10680,2,4,137900
1224,15384,4,3,184000
1225,10482,2,3,145000
1226,14598,3,4,214000
1227,8872,2,2,147000
1228,8769,3,1,367294
1229,7910,2,4,127000
1230,18890,4,4,190000
1231,7728,2,3,132500
1232,9842,2,2,101800
1233,12160,2,3,142000
1234,8525,2,4,130000
1235,13132,2,4,138887
1236,2628,3,2,175500
1237,12393,3,4,195000
1238,13072,2,3,142500
1239,9037,2,2,265900
1240,8158,4,3,224900
1241,9849,2,3,248328
1242,10625,3,3,170000
1243,13891,4,2,465000
1244,11435,1,3,230000
1245,12090,4,3,178000
1246,8125,3,3,186500
1247,12328,2,3,169900
1248,9600,2,3,129500
1249,7200,1,3,119000
1250,11160,4,3,244000
1251,3136,2,2,171750
1252,9858,2,3,130000
1253,17542,4,3,294000
1254,6931,3,3,165400
1255,6240,1,3,127500
1256,14303,3,2,301500
1257,4060,1,2,99900
1258,9587,3,2,190000
1259,9750,3,3,151000
1260,24682,3,3,181000
1261,9600,1,2,128900
1262,11250,2,5,161500
1263,13515,1,3,180500
1264,4060,3,2,181000
1265,3735,4,3,183900
1266,10120,2,4,122000
1267,13214,2,3,378500
1268,14100,4,4,381000
1269,11344,2,3,144000
1270,23595,3,0,260000
1271,9156,2,3,185750
1272,13526,2,3,137000
1273,11512,2,2,177000
1274,5362,2,3,139000
1275,11345,2,4,137000
1276,12936,3,3,162000
1277,17871,3,3,197900
1278,9473,4,3,237000
1279,7500,1,2,68400
1280,9808,3,3,227000
1281,8049,3,2,180000
1282,8800,2,3,150500
1283,9400,4,4,139000
1284,9638,2,4,169000
1285,6000,1,4,132500
1286,9790,3,3,143000
1287,36500,3,4,190000
1288,5664,3,2,278000
1289,11065,3,3,281000
1290,14112,2,3,180500
1291,1680,3,3,119500
1292,6600,2,4,107500
1293,10140,3,4,162900
1294,8172,2,2,115000
1295,8400,3,3,138500
1296,8700,3,3,155000
1297,3675,3,2,140000
1298,63887,5,3,160000
1299,7500,3,3,154000
1300,10762,3,3,225000
1301,7500,1,3,177500
1302,10120,4,4,290000
1303,8688,2,3,232000
1304,3363,2,3,130000
1305,13173,3,2,325000
1306,6955,2,2,202500
1307,8072,2,3,138000
1308,12000,2,2,147000
1309,7153,3,3,179200
1310,17500,3,3,335000
1311,8814,3,3,203000
1312,9572,3,4,302000
1313,14774,3,4,333168
1314,8190,2,3,119000
1315,11075,3,4,206900
1316,10226,3,3,295493
1317,4230,2,2,208900
1318,14781,2,3,275000
1319,10215,1,3,111000
1320,8400,3,3,156500
1321,6627,1,2,72500
1322,10186,4,3,190000
1323,5330,1,2,82500
1324,9986,2,2,147000
1325,3636,1,2,55000
1326,4270,1,3,79000
1327,6600,2,3,130500
1328,10440,2,5,256000
1329,9084,3,3,176500
1330,10000,2,3,227000
1331,10780,1,3,132500
1332,8877,2,2,100000
1333,7200,2,2,125500
1334,2368,2,3,125000
1335,9650,3,2,167900
1336,9246,2,4,135000
1337,4118,1,2,52500
1338,13450,4,3,200000
1339,9560,1,3,128500
1340,8294,1,3,123000
1341,13695,2,3,155000
1342,9375,3,3,228500
1343,7558,2,3,177000
1344,11103,3,3,155835
1345,6000,1,2,108500
1346,20781,2,3,262500
1347,15306,3,3,283463
1348,16196,3,3,215000
1349,5250,2,4,122000
1350,11643,6,6,200000
1351,9247,2,4,171000
1352,6000,1,2,134900
1353,14720,4,4,410000
1354,10316,4,3,235000
1355,10192,3,4,170000
1356,9477,1,3,110000
1357,12537,3,3,149900
1358,2117,3,3,177500
1359,16737,3,3,315000
1360,9842,4,4,189000
1361,16158,3,3,260000
1362,12513,2,4,104900
1363,8499,3,3,156932
1364,3180,3,2,144152
1365,7500,4,3,216000
1366,9179,4,3,193000
1367,2665,2,4,127000
1368,4435,2,1,144000
1369,10635,3,3,232000
1370,5400,1,2,105000
1371,9600,2,3,165500
1372,9750,4,3,274300
1373,11400,4,2,466500
1374,10625,3,3,250000
1375,10991,2,3,239000
1376,6292,1,2,91000
1377,10998,2,3,117000
1378,1953,2,2,83000
1379,9735,3,3,167500
1380,8212,2,2,58500
1381,12925,3,4,237500
1382,7200,3,4,157000
1383,25339,2,3,112000
1384,9060,1,2,105000
1385,5436,2,3,125500
1386,16692,5,5,250000
1387,8520,2,5,136000
1388,14892,3,3,377500
1389,6000,2,3,131000
1390,9100,3,3,235000
1391,8944,2,4,124000
1392,7838,2,3,123000
1393,10800,2,3,163000
1394,4045,3,2,246578
1395,12665,3,4,281213
1396,57200,2,3,160000
1397,6120,2,4,137500
1398,7200,3,3,138000
1399,6171,3,3,137450
1400,6000,1,3,120000
1401,7415,4,3,193000
1402,6762,2,2,193879
1403,15256,3,3,282922
1404,10410,1,3,105000
1405,3842,4,2,275000
1406,8445,2,2,133000
1407,8780,2,3,112000
1408,7740,1,3,125500
1409,20544,3,3,215000
1410,12420,4,3,230000
1411,9600,2,3,140000
1412,7200,2,2,90000
1413,10994,3,2,257000
1414,13053,2,4,207000
1415,3635,3,1,175900
1416,11340,2,4,122500
1417,16545,4,3,340000
1418,9204,3,3,124000
1419,16381,3,3,223000
1420,11700,3,3,179900
1421,4043,2,2,127500
1422,4435,2,1,136500
1423,19690,2,4,274970
1424,9503,2,2,144000
1425,10721,1,3,142000
1426,10944,4,3,271000
1427,10930,3,3,140000
1428,7200,2,2,119000
1429,12546,2,3,182900
1430,21930,3,4,192140
1431,4928,2,2,143750
1432,10800,2,4,64500
1433,10261,4,3,186500
1434,17400,3,3,160000
1435,8400,3,3,174000
1436,9000,1,3,120500
1437,12444,3,2,394617
1438,7407,2,2,149700
1439,11584,3,3,197000
1440,11526,2,3,191000
1441,4426,2,1,149300
1442,11003,4,3,310000
1443,8854,1,2,121000
1444,8500,2,3,179600
1445,8400,2,3,129000
1446,26142,1,3,157900
1447,10000,4,3,240000
1448,11767,2,2,112000
1449,1533,2,1,92000
1450,9000,4,4,136000
1451,9262,2,3,287090
1452,3675,2,2,145000
1453,17217,1,3,84500
1454,7500,3,2,185000
1455,7917,3,3,175000
1456,13175,3,3,210000
1457,9042,2,4,266500
1458,9717,2,2,142125
1459,9937,3,3,147500
